"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562703716352,"['verge', 'selling', 'grandmother', ""'s"", 'car', 'facebook', 'today', 'ejected', 'group', 'without', 'explanation\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562577809408,"['new', 'york', 'governor', 'andrew', 'cuomo', 'announced', 'today', 'state', 'banning', 'gatherings', '50people']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562590441472,"['trans', 'and\\/or', 'disabled', 'canadians']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248563009900546,"['tae', ""'s"", 'ost', 'today\\']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248562888265731,"['you\\u2019re', 'reading']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248563534172161,['obama']
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248563517333504,"['interesting', 'want', 'interview', 'aunt', 'cousins', 'communists', 'threw', 'late', 'uncle', 're-educatio\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248564037431296,[]
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248563907399689,"['biden', 'always', 'surrounded', 'super-sma', 'people', 'trump', 'surrounded', 'sebastian', 'gorka']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248563697688576,"['quick', 'reminder', 'every', 'republican', 'senator', 'named', 'weeks', 'ago']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248564326903808,"['great', 'day', 'tell', 'y\\u2019all', 'small', 'wins', 'matter', 'celebrate', 'accomplishments', 'even', 'when\\u202']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248564347863046,"['math', 'full', 'battery', 'coronavirus', 'testing', 'costs', 'minimum', '1']"
"{""created_at"":""Thu Mar 12 23:40:37 +0000 2020""",id:1238248564565950464,"['\\n', 'trumpvirus', '\\n', 'trumpdemic', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248564897218560,"['math', 'full', 'battery', 'coronavirus', 'testing', 'costs', 'minimum', '1']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565006315520,"['lineup', 'grocery', 'store', 'today', 'covid19', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248564947591170,"['statement', 'march', '12']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248564972756992,[]
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565064990721,"['great', 'practice', 'today']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565102829572,"['happy', 'thursday', 'make', 'someone', 'don\\u2019t', 'know', 'smile', 'today', 'commit', 'random', 'act', 'kindness', '\\ud83d\\ude01', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565027360769,"['good', 'day', 'everyone', 'first', 'thing', ""'ve"", 'watched', 'today', 'instantly', 'cheered', 'wan', 'na', 'show', ""y'\\u2026"", ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565253771267,"['haven\\u2019t', 'watched', 'video']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565279002625,"['today', 'held', 'telephone', 'conference', '1']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565341913089,"['hate', 'body', 'looks', 'today', 'wonder', ""'m"", 'single', '\\ud83d\\ude43', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565329321985,"['tomorrow', 'isn\\u2019t', 'promised', 'get', 'cheeks', 'clapped', 'today', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248564788166657,"['chill', 'vibes', 'today', '^-^', 'another', 'note']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565463486475,"['district', 'posted', 'update', 'response', 'covid-1guidance', 'came', 'state', 'county', 'health', 'depam\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565463552001,"['thank', '\\u201coming', 'clutch', '\\ud83d\\ude4f', '\\n\\nwe\\u2019re', 'behind']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565450977285,"['channeling', 'former', 'exp']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565685837826,"['governor', 'dewine', 'announced', 'today', 'ohio', 'schools', 'closed', 'extended', 'period', 'time', 'next', 'three', 'we\\u2026', ""''""]"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565648117760,"['haven\\u2019t', 'watched', 'video']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565559959557,"['well', 'today', 'reading', 'lot', 'material', 'translated', 'foreign', 'papers', 'italy']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565664866304,['sadly']
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565790642177,"['oh', 'continued', 'lmaooooo']"
"{""created_at"":""Thu Mar 12 23:40:38 +0000 2020""",id:1238248565773873152,"['stock', 'market', 'tomorrow', 'today']"
